x,y
4412,0.586863
4413,0.586401
4414,0.585939
4415,0.585478
4416,0.585015
4417,0.584553
4418,0.584091
4419,0.583628
4420,0.583165
4421,0.582702
4422,0.582239
4423,0.581775
4424,0.581312
4425,0.580848
4426,0.580384
4427,0.57992
4428,0.579455
4429,0.578991
4430,0.578526
4431,0.578061
4432,0.577596
4433,0.577131
4434,0.576665
4435,0.576199
4436,0.575734
4437,0.575267
4438,0.574801
4439,0.574335
4440,0.573868
4441,0.573401
4442,0.572934
4443,0.572467
4444,0.572
4445,0.571532
4446,0.571064
4447,0.570597
4448,0.570128
4449,0.56966
4450,0.569192
4451,0.568723
4452,0.568254
4453,0.567785
4454,0.567316
4455,0.566846
4456,0.566377
4457,0.565907
4458,0.565437
4459,0.564967
4460,0.564497
4461,0.564026
4462,0.563555
4463,0.563085
4464,0.562614
4465,0.562142
4466,0.561671
4467,0.561199
4468,0.560727
4469,0.560256
4470,0.559783
4471,0.559311
4472,0.558838
4473,0.558366
4474,0.557893
4475,0.55742
4476,0.556947
4477,0.556473
4478,0.556
4479,0.555526
4480,0.555052
4481,0.554578
4482,0.554103
4483,0.553629
4484,0.553154
4485,0.552679
4486,0.552204
4487,0.551729
4488,0.551254
4489,0.550778
4490,0.550302
4491,0.549826
4492,0.54935
4493,0.548874
4494,0.548397
4495,0.547921
4496,0.547444
4497,0.546967
4498,0.54649
4499,0.546012
4500,0.545535
4501,0.545057
4502,0.544579
4503,0.544101
4504,0.543623
4505,0.543145
4506,0.542666
4507,0.542187
4508,0.541708
4509,0.541229
4510,0.54075
4511,0.54027
4512,0.539791
4513,0.539311
4514,0.538831
4515,0.538351
4516,0.53787
4517,0.53739
4518,0.536909
4519,0.536428
4520,0.535947
4521,0.535466
4522,0.534984
4523,0.534503
4524,0.534021
4525,0.533539
4526,0.533057
4527,0.532575
4528,0.532092
4529,0.53161
4530,0.531127
4531,0.530644
4532,0.530161
4533,0.529678
4534,0.529194
4535,0.52871
4536,0.528227
4537,0.527743
4538,0.527258
4539,0.526774
4540,0.52629
4541,0.525805
4542,0.52532
4543,0.524835
4544,0.52435
4545,0.523865
4546,0.523379
4547,0.522893
4548,0.522407
4549,0.521921
4550,0.521435
4551,0.520949
4552,0.520462
4553,0.519976
4554,0.519489
4555,0.519002
4556,0.518514
4557,0.518027
4558,0.517539
4559,0.517052
4560,0.516564
4561,0.516076
4562,0.515588
4563,0.515099
4564,0.514611
4565,0.514122
4566,0.513633
4567,0.513144
4568,0.512655
4569,0.512165
4570,0.511676
4571,0.511186
4572,0.510696
4573,0.510206
4574,0.509716
4575,0.509225
4576,0.508735
4577,0.508244
4578,0.507753
4579,0.507262
4580,0.506771
4581,0.50628
4582,0.505788
4583,0.505296
4584,0.504804
4585,0.504312
4586,0.50382
4587,0.503328
4588,0.502835
4589,0.502343
4590,0.50185
4591,0.501357
4592,0.500863
4593,0.50037
4594,0.499877
4595,0.499383
4596,0.498889
4597,0.498395
4598,0.497901
4599,0.497407
4600,0.496912
4601,0.496417
4602,0.495923
4603,0.495428
4604,0.494933
4605,0.494437
4606,0.493942
4607,0.493446
4608,0.49295
4609,0.492455
4610,0.491958
4611,0.491462
4612,0.490966
4613,0.490469
4614,0.489973
4615,0.489476
4616,0.488979
4617,0.488481
4618,0.487984
4619,0.487487
4620,0.486989
4621,0.486491
4622,0.485993
4623,0.485495
4624,0.484997
4625,0.484498
4626,0.483999
4627,0.483501
4628,0.483002
4629,0.482503
4630,0.482003
4631,0.481504
4632,0.481004
4633,0.480505
4634,0.480005
4635,0.479505
4636,0.479005
4637,0.478504
4638,0.478004
4639,0.477503
4640,0.477002
4641,0.476501
4642,0.476
4643,0.475499
4644,0.474997
4645,0.474496
4646,0.473994
4647,0.473492
4648,0.47299
4649,0.472488
4650,0.471986
4651,0.471483
4652,0.47098
4653,0.470478
4654,0.469975
4655,0.469472
4656,0.468968
4657,0.468465
4658,0.467961
4659,0.467458
4660,0.466954
4661,0.46645
4662,0.465945
4663,0.465441
4664,0.464937
4665,0.464432
4666,0.463927
4667,0.463422
4668,0.462917
4669,0.462412
4670,0.461907
4671,0.461401
4672,0.460895
4673,0.46039
4674,0.459884
4675,0.459377
4676,0.458871
4677,0.458365
4678,0.457858
4679,0.457351
4680,0.456844
4681,0.456337
4682,0.45583
4683,0.455323
4684,0.454815
4685,0.454308
4686,0.4538
4687,0.453292
4688,0.452784
4689,0.452276
4690,0.451768
4691,0.451259
4692,0.45075
4693,0.450242
4694,0.449733
4695,0.449224
4696,0.448714
4697,0.448205
4698,0.447695
4699,0.447186
4700,0.446676
4701,0.446166
4702,0.445656
4703,0.445146
4704,0.444635
4705,0.444125
4706,0.443614
4707,0.443103
4708,0.442592
4709,0.442081
4710,0.44157
4711,0.441058
4712,0.440547
4713,0.440035
4714,0.439523
4715,0.439011
4716,0.438499
4717,0.437987
4718,0.437475
4719,0.436962
4720,0.436449
4721,0.435936
4722,0.435423
4723,0.43491
4724,0.434397
4725,0.433884
4726,0.43337
4727,0.432857
4728,0.432343
4729,0.431829
4730,0.431315
4731,0.4308
4732,0.430286
4733,0.429772
4734,0.429257
4735,0.428742
4736,0.428227
4737,0.427712
4738,0.427197
4739,0.426681
4740,0.426166
4741,0.42565
4742,0.425135
4743,0.424619
4744,0.424103
4745,0.423586
4746,0.42307
4747,0.422554
4748,0.422037
4749,0.42152
4750,0.421004
4751,0.420487
4752,0.419969
4753,0.419452
4754,0.418935
4755,0.418417
4756,0.417899
4757,0.417382
4758,0.416864
4759,0.416346
4760,0.415827
4761,0.415309
4762,0.41479
4763,0.414272
4764,0.413753
4765,0.413234
4766,0.412715
4767,0.412196
4768,0.411677
4769,0.411157
4770,0.410638
4771,0.410118
4772,0.409598
4773,0.409078
4774,0.408558
4775,0.408038
4776,0.407517
4777,0.406997
4778,0.406476
4779,0.405956
4780,0.405435
4781,0.404914
4782,0.404392
4783,0.403871
4784,0.40335
4785,0.402828
4786,0.402307
4787,0.401785
4788,0.401263
4789,0.400741
4790,0.400218
4791,0.399696
4792,0.399174
4793,0.398651
4794,0.398128
4795,0.397605
4796,0.397083
4797,0.396559
4798,0.396036
4799,0.395513
4800,0.394989
4801,0.394466
4802,0.393942
4803,0.393418
4804,0.392894
4805,0.39237
4806,0.391846
4807,0.391321
4808,0.390797
4809,0.390272
4810,0.389747
4811,0.389222
4812,0.388697
4813,0.388172
4814,0.387647
4815,0.387122
4816,0.386596
4817,0.38607
4818,0.385545
4819,0.385019
4820,0.384493
4821,0.383966
4822,0.38344
4823,0.382914
4824,0.382387
4825,0.381861
4826,0.381334
4827,0.380807
4828,0.38028
4829,0.379753
4830,0.379225
4831,0.378698
4832,0.378171
4833,0.377643
4834,0.377115
4835,0.376587
4836,0.376059
4837,0.375531
4838,0.375003
4839,0.374474
4840,0.373946
4841,0.373417
4842,0.372889
4843,0.37236
4844,0.371831
4845,0.371302
4846,0.370772
4847,0.370243
4848,0.369714
4849,0.369184
4850,0.368654
4851,0.368125
4852,0.367595
4853,0.367065
4854,0.366534
4855,0.366004
4856,0.365474
4857,0.364943
4858,0.364412
4859,0.363882
4860,0.363351
4861,0.36282
4862,0.362289
4863,0.361757
4864,0.361226
4865,0.360695
4866,0.360163
4867,0.359631
4868,0.359099
4869,0.358567
4870,0.358035
4871,0.357503
4872,0.356971
4873,0.356439
4874,0.355906
4875,0.355373
4876,0.354841
4877,0.354308
4878,0.353775
4879,0.353242
4880,0.352708
4881,0.352175
4882,0.351642
4883,0.351108
4884,0.350574
4885,0.350041
4886,0.349507
4887,0.348973
4888,0.348439
4889,0.347904
4890,0.34737
4891,0.346835
4892,0.346301
4893,0.345766
4894,0.345231
4895,0.344696
4896,0.344161
4897,0.343626
4898,0.343091
4899,0.342556
4900,0.34202
4901,0.341485
4902,0.340949
4903,0.340413
4904,0.339877
4905,0.339341
4906,0.338805
4907,0.338269
4908,0.337732
4909,0.337196
4910,0.336659
4911,0.336123
4912,0.335586
4913,0.335049
4914,0.334512
4915,0.333975
4916,0.333437
4917,0.3329
4918,0.332363
4919,0.331825
4920,0.331287
4921,0.33075
4922,0.330212
4923,0.329674
4924,0.329136
4925,0.328598
4926,0.328059
4927,0.327521
4928,0.326982
4929,0.326444
4930,0.325905
4931,0.325366
4932,0.324827
4933,0.324288
4934,0.323749
4935,0.32321
4936,0.32267
4937,0.322131
4938,0.321591
4939,0.321052
4940,0.320512
4941,0.319972
4942,0.319432
4943,0.318892
4944,0.318352
4945,0.317811
4946,0.317271
4947,0.31673
4948,0.31619
4949,0.315649
4950,0.315108
4951,0.314567
4952,0.314026
4953,0.313485
4954,0.312944
4955,0.312403
4956,0.311861
4957,0.31132
4958,0.310778
4959,0.310236
4960,0.309694
4961,0.309152
4962,0.30861
4963,0.308068
4964,0.307526
4965,0.306984
4966,0.306441
4967,0.305899
4968,0.305356
4969,0.304813
4970,0.304271
4971,0.303728
4972,0.303185
4973,0.302641
4974,0.302098
4975,0.301555
4976,0.301012
4977,0.300468
4978,0.299924
4979,0.299381
4980,0.298837
4981,0.298293
4982,0.297749
4983,0.297205
4984,0.296661
4985,0.296116
4986,0.295572
4987,0.295027
4988,0.294483
4989,0.293938
4990,0.293393
4991,0.292849
4992,0.292304
4993,0.291759
4994,0.291213
4995,0.290668
4996,0.290123
4997,0.289577
4998,0.289032
4999,0.288486
5000,0.28794
5001,0.287395
5002,0.286849
5003,0.286303
5004,0.285757
5005,0.28521
5006,0.284664
5007,0.284118
5008,0.283571
5009,0.283025
5010,0.282478
5011,0.281931
5012,0.281385
5013,0.280838
5014,0.280291
5015,0.279744
5016,0.279196
5017,0.278649
5018,0.278102
5019,0.277554
5020,0.277007
5021,0.276459
5022,0.275911
5023,0.275363
5024,0.274816
5025,0.274268
5026,0.273719
5027,0.273171
5028,0.272623
5029,0.272075
5030,0.271526
5031,0.270978
5032,0.270429
5033,0.26988
5034,0.269331
5035,0.268783
5036,0.268234
5037,0.267685
5038,0.267135
5039,0.266586
5040,0.266037
5041,0.265487
5042,0.264938
5043,0.264388
5044,0.263839
5045,0.263289
5046,0.262739
5047,0.262189
5048,0.261639
5049,0.261089
5050,0.260539
5051,0.259989
5052,0.259438
5053,0.258888
5054,0.258337
5055,0.257787
5056,0.257236
5057,0.256685
5058,0.256134
5059,0.255584
5060,0.255032
5061,0.254481
5062,0.25393
5063,0.253379
5064,0.252828
5065,0.252276
5066,0.251725
5067,0.251173
5068,0.250621
5069,0.25007
5070,0.249518
5071,0.248966
5072,0.248414
5073,0.247862
5074,0.24731
5075,0.246757
5076,0.246205
5077,0.245653
5078,0.2451
5079,0.244548
5080,0.243995
5081,0.243442
5082,0.242889
5083,0.242337
5084,0.241784
5085,0.241231
5086,0.240678
5087,0.240124
5088,0.239571
5089,0.239018
5090,0.238464
5091,0.237911
5092,0.237357
5093,0.236804
5094,0.23625
5095,0.235696
5096,0.235142
5097,0.234588
5098,0.234034
5099,0.23348
5100,0.232926
5101,0.232372
5102,0.231817
5103,0.231263
5104,0.230708
5105,0.230154
5106,0.229599
5107,0.229044
5108,0.22849
5109,0.227935
5110,0.22738
5111,0.226825
5112,0.22627
5113,0.225715
5114,0.225159
5115,0.224604
5116,0.224049
5117,0.223493
5118,0.222938
5119,0.222382
5120,0.221826
5121,0.221271
5122,0.220715
5123,0.220159
5124,0.219603
5125,0.219047
5126,0.218491
5127,0.217935
5128,0.217378
5129,0.216822
5130,0.216266
5131,0.215709
5132,0.215153
5133,0.214596
5134,0.21404
5135,0.213483
5136,0.212926
5137,0.212369
5138,0.211812
5139,0.211255
5140,0.210698
5141,0.210141
5142,0.209584
5143,0.209026
5144,0.208469
5145,0.207912
5146,0.207354
5147,0.206797
5148,0.206239
5149,0.205681
5150,0.205124
5151,0.204566
5152,0.204008
5153,0.20345
5154,0.202892
5155,0.202334
5156,0.201776
5157,0.201217
5158,0.200659
5159,0.200101
5160,0.199542
5161,0.198984
5162,0.198425
5163,0.197867
5164,0.197308
5165,0.196749
5166,0.196191
5167,0.195632
5168,0.195073
5169,0.194514
5170,0.193955
5171,0.193396
5172,0.192837
5173,0.192277
5174,0.191718
5175,0.191159
5176,0.190599
5177,0.19004
5178,0.18948
5179,0.188921
5180,0.188361
5181,0.187801
5182,0.187241
5183,0.186682
5184,0.186122
5185,0.185562
5186,0.185002
5187,0.184441
5188,0.183881
5189,0.183321
5190,0.182761
5191,0.182201
5192,0.18164
5193,0.18108
5194,0.180519
5195,0.179959
5196,0.179398
5197,0.178837
5198,0.178277
5199,0.177716
5200,0.177155
5201,0.176594
5202,0.176033
5203,0.175472
5204,0.174911
5205,0.17435
5206,0.173788
5207,0.173227
5208,0.172666
5209,0.172105
5210,0.171543
5211,0.170982
5212,0.17042
5213,0.169858
5214,0.169297
5215,0.168735
5216,0.168173
5217,0.167612
5218,0.16705
5219,0.166488
5220,0.165926
5221,0.165364
5222,0.164802
5223,0.16424
5224,0.163677
5225,0.163115
5226,0.162553
5227,0.16199
5228,0.161428
5229,0.160866
5230,0.160303
5231,0.159741
5232,0.159178
5233,0.158615
5234,0.158053
5235,0.15749
5236,0.156927
5237,0.156364
5238,0.155801
5239,0.155238
5240,0.154675
5241,0.154112
5242,0.153549
5243,0.152986
5244,0.152423
5245,0.151859
5246,0.151296
5247,0.150733
5248,0.150169
5249,0.149606
5250,0.149042
5251,0.148479
5252,0.147915
5253,0.147351
5254,0.146788
5255,0.146224
5256,0.14566
5257,0.145096
5258,0.144532
5259,0.143968
5260,0.143404
5261,0.14284
5262,0.142276
5263,0.141712
5264,0.141148
5265,0.140584
5266,0.14002
5267,0.139455
5268,0.138891
5269,0.138327
5270,0.137762
5271,0.137198
5272,0.136633
5273,0.136068
5274,0.135504
5275,0.134939
5276,0.134374
5277,0.13381
5278,0.133245
5279,0.13268
5280,0.132115
5281,0.13155
5282,0.130985
5283,0.13042
5284,0.129855
5285,0.12929
5286,0.128725
5287,0.12816
5288,0.127595
5289,0.127029
5290,0.126464
5291,0.125899
5292,0.125333
5293,0.124768
5294,0.124202
5295,0.123637
5296,0.123071
5297,0.122506
5298,0.12194
5299,0.121374
5300,0.120809
5301,0.120243
5302,0.119677
5303,0.119111
5304,0.118545
5305,0.11798
5306,0.117414
5307,0.116848
5308,0.116282
5309,0.115716
5310,0.115149
5311,0.114583
5312,0.114017
5313,0.113451
5314,0.112885
5315,0.112318
5316,0.111752
5317,0.111186
5318,0.110619
5319,0.110053
5320,0.109486
5321,0.10892
5322,0.108353
5323,0.107787
5324,0.10722
5325,0.106654
5326,0.106087
5327,0.10552
5328,0.104954
5329,0.104387
5330,0.10382
5331,0.103253
5332,0.102686
5333,0.102119
5334,0.101552
5335,0.100985
5336,0.100418
5337,0.0998514
5338,0.0992843
5339,0.0987172
5340,0.0981501
5341,0.0975829
5342,0.0970157
5343,0.0964485
5344,0.0958812
5345,0.0953139
5346,0.0947466
5347,0.0941792
5348,0.0936118
5349,0.0930444
5350,0.092477
5351,0.0919095
5352,0.091342
5353,0.0907745
5354,0.0902069
5355,0.0896393
5356,0.0890717
5357,0.088504
5358,0.0879364
5359,0.0873686
5360,0.0868009
5361,0.0862331
5362,0.0856653
5363,0.0850975
5364,0.0845297
5365,0.0839618
5366,0.0833939
5367,0.082826
5368,0.082258
5369,0.08169
5370,0.081122
5371,0.080554
5372,0.0799859
5373,0.0794178
5374,0.0788497
5375,0.0782815
5376,0.0777134
5377,0.0771452
5378,0.076577
5379,0.0760087
5380,0.0754405
5381,0.0748722
5382,0.0743039
5383,0.0737355
5384,0.0731672
5385,0.0725988
5386,0.0720304
5387,0.0714619
5388,0.0708935
5389,0.070325
5390,0.0697565
5391,0.0691879
5392,0.0686194
5393,0.0680508
5394,0.0674822
5395,0.0669136
5396,0.066345
5397,0.0657763
5398,0.0652076
5399,0.0646389
5400,0.0640702
5401,0.0635015
5402,0.0629327
5403,0.0623639
5404,0.0617951
5405,0.0612263
5406,0.0606575
5407,0.0600886
5408,0.0595197
5409,0.0589508
5410,0.0583819
5411,0.0578129
5412,0.057244
5413,0.056675
5414,0.056106
5415,0.055537
5416,0.054968
5417,0.0543989
5418,0.0538298
5419,0.0532608
5420,0.0526917
5421,0.0521225
5422,0.0515534
5423,0.0509842
5424,0.0504151
5425,0.0498459
5426,0.0492767
5427,0.0487075
5428,0.0481382
5429,0.047569
5430,0.0469997
5431,0.0464304
5432,0.0458611
5433,0.0452918
5434,0.0447225
5435,0.0441532
5436,0.0435838
5437,0.0430144
5438,0.0424451
5439,0.0418757
5440,0.0413062
5441,0.0407368
5442,0.0401674
5443,0.0395979
5444,0.0390285
5445,0.038459
5446,0.0378895
5447,0.03732
5448,0.0367505
5449,0.036181
5450,0.0356114
5451,0.0350419
5452,0.0344723
5453,0.0339028
5454,0.0333332
5455,0.0327636
5456,0.032194
5457,0.0316244
5458,0.0310547
5459,0.0304851
5460,0.0299155
5461,0.0293458
5462,0.0287762
5463,0.0282065
5464,0.0276368
5465,0.0270671
5466,0.0264974
5467,0.0259277
5468,0.025358
5469,0.0247883
5470,0.0242185
5471,0.0236488
5472,0.023079
5473,0.0225093
5474,0.0219395
5475,0.0213698
5476,0.0208
5477,0.0202302
5478,0.0196604
5479,0.0190906
5480,0.0185208
5481,0.017951
5482,0.0173812
5483,0.0168114
5484,0.0162415
5485,0.0156717
5486,0.0151019
5487,0.014532
5488,0.0139622
5489,0.0133923
5490,0.0128225
5491,0.0122526
5492,0.0116828
5493,0.0111129
5494,0.010543
5495,0.00997314
5496,0.00940327
5497,0.00883339
5498,0.00826351
5499,0.00769362
5500,0.00712373
5501,0.00655384
5502,0.00598395
5503,0.00541406
5504,0.00484416
5505,0.00427426
5506,0.00370436
5507,0.00313446
5508,0.00256456
5509,0.00199466
5510,0.00142476
5511,0.000854855
5512,0.000284952
5513,-0.000284952
5514,-0.000854855
5515,-0.00142476
5516,-0.00199466
5517,-0.00256456
5518,-0.00313446
5519,-0.00370436
5520,-0.00427426
5521,-0.00484416
5522,-0.00541406
5523,-0.00598395
5524,-0.00655384
5525,-0.00712373
5526,-0.00769362
5527,-0.00826351
5528,-0.00883339
5529,-0.00940327
5530,-0.00997314
5531,-0.010543
5532,-0.0111129
5533,-0.0116828
5534,-0.0122526
5535,-0.0128225
5536,-0.0133923
5537,-0.0139622
5538,-0.014532
5539,-0.0151019
5540,-0.0156717
5541,-0.0162415
5542,-0.0168114
5543,-0.0173812
5544,-0.017951
5545,-0.0185208
5546,-0.0190906
5547,-0.0196604
5548,-0.0202302
5549,-0.0208
5550,-0.0213698
5551,-0.0219395
5552,-0.0225093
5553,-0.023079
5554,-0.0236488
5555,-0.0242185
5556,-0.0247883
5557,-0.025358
5558,-0.0259277
5559,-0.0264974
5560,-0.0270671
5561,-0.0276368
5562,-0.0282065
5563,-0.0287762
5564,-0.0293458
5565,-0.0299155
5566,-0.0304851
5567,-0.0310547
5568,-0.0316244
5569,-0.032194
5570,-0.0327636
5571,-0.0333332
5572,-0.0339028
5573,-0.0344723
5574,-0.0350419
5575,-0.0356114
5576,-0.036181
5577,-0.0367505
5578,-0.03732
5579,-0.0378895
5580,-0.038459
5581,-0.0390285
5582,-0.0395979
5583,-0.0401674
5584,-0.0407368
5585,-0.0413062
5586,-0.0418757
5587,-0.0424451
5588,-0.0430144
5589,-0.0435838
5590,-0.0441532
5591,-0.0447225
5592,-0.0452918
5593,-0.0458611
5594,-0.0464304
5595,-0.0469997
5596,-0.047569
5597,-0.0481382
5598,-0.0487075
5599,-0.0492767
5600,-0.0498459
5601,-0.0504151
5602,-0.0509842
5603,-0.0515534
5604,-0.0521225
5605,-0.0526917
5606,-0.0532608
5607,-0.0538298
5608,-0.0543989
5609,-0.054968
5610,-0.055537
5611,-0.056106
5612,-0.056675
5613,-0.057244
5614,-0.0578129
5615,-0.0583819
5616,-0.0589508
5617,-0.0595197
5618,-0.0600886
5619,-0.0606575
5620,-0.0612263
5621,-0.0617951
5622,-0.0623639
5623,-0.0629327
5624,-0.0635015
5625,-0.0640702
5626,-0.0646389
5627,-0.0652076
5628,-0.0657763
5629,-0.066345
5630,-0.0669136
5631,-0.0674822
5632,-0.0680508
5633,-0.0686194
5634,-0.0691879
5635,-0.0697565
5636,-0.070325
5637,-0.0708935
5638,-0.0714619
5639,-0.0720304
5640,-0.0725988
5641,-0.0731672
5642,-0.0737355
5643,-0.0743039
5644,-0.0748722
5645,-0.0754405
5646,-0.0760087
5647,-0.076577
5648,-0.0771452
5649,-0.0777134
5650,-0.0782815
5651,-0.0788497
5652,-0.0794178
5653,-0.0799859
5654,-0.080554
5655,-0.081122
5656,-0.08169
5657,-0.082258
5658,-0.082826
5659,-0.0833939
5660,-0.0839618
5661,-0.0845297
5662,-0.0850975
5663,-0.0856653
5664,-0.0862331
5665,-0.0868009
5666,-0.0873686
5667,-0.0879364
5668,-0.088504
5669,-0.0890717
5670,-0.0896393
5671,-0.0902069
5672,-0.0907745
5673,-0.091342
5674,-0.0919095
5675,-0.092477
5676,-0.0930444
5677,-0.0936118
5678,-0.0941792
5679,-0.0947466
5680,-0.0953139
5681,-0.0958812
5682,-0.0964485
5683,-0.0970157
5684,-0.0975829
5685,-0.0981501
5686,-0.0987172
5687,-0.0992843
5688,-0.0998514
5689,-0.100418
5690,-0.100985
5691,-0.101552
5692,-0.102119
5693,-0.102686
5694,-0.103253
5695,-0.10382
5696,-0.104387
5697,-0.104954
5698,-0.10552
5699,-0.106087
5700,-0.106654
5701,-0.10722
5702,-0.107787
5703,-0.108353
5704,-0.10892
5705,-0.109486
5706,-0.110053
5707,-0.110619
5708,-0.111186
5709,-0.111752
5710,-0.112318
5711,-0.112885
5712,-0.113451
5713,-0.114017
5714,-0.114583
5715,-0.115149
5716,-0.115716
5717,-0.116282
5718,-0.116848
5719,-0.117414
5720,-0.11798
5721,-0.118545
5722,-0.119111
5723,-0.119677
5724,-0.120243
5725,-0.120809
5726,-0.121374
5727,-0.12194
5728,-0.122506
5729,-0.123071
5730,-0.123637
5731,-0.124202
5732,-0.124768
5733,-0.125333
5734,-0.125899
5735,-0.126464
5736,-0.127029
5737,-0.127595
5738,-0.12816
5739,-0.128725
5740,-0.12929
5741,-0.129855
5742,-0.13042
5743,-0.130985
5744,-0.13155
5745,-0.132115
5746,-0.13268
5747,-0.133245
5748,-0.13381
5749,-0.134374
5750,-0.134939
5751,-0.135504
5752,-0.136068
5753,-0.136633
5754,-0.137198
5755,-0.137762
5756,-0.138327
5757,-0.138891
5758,-0.139455
5759,-0.14002
5760,-0.140584
5761,-0.141148
5762,-0.141712
5763,-0.142276
5764,-0.14284
5765,-0.143404
5766,-0.143968
5767,-0.144532
5768,-0.145096
5769,-0.14566
5770,-0.146224
5771,-0.146788
5772,-0.147351
5773,-0.147915
5774,-0.148479
5775,-0.149042
5776,-0.149606
5777,-0.150169
5778,-0.150733
5779,-0.151296
5780,-0.151859
5781,-0.152423
5782,-0.152986
5783,-0.153549
5784,-0.154112
5785,-0.154675
5786,-0.155238
5787,-0.155801
5788,-0.156364
5789,-0.156927
5790,-0.15749
5791,-0.158053
5792,-0.158615
5793,-0.159178
5794,-0.159741
5795,-0.160303
5796,-0.160866
5797,-0.161428
5798,-0.16199
5799,-0.162553
5800,-0.163115
5801,-0.163677
5802,-0.16424
5803,-0.164802
5804,-0.165364
5805,-0.165926
5806,-0.166488
5807,-0.16705
5808,-0.167612
5809,-0.168173
5810,-0.168735
5811,-0.169297
5812,-0.169858
5813,-0.17042
5814,-0.170982
5815,-0.171543
5816,-0.172105
5817,-0.172666
5818,-0.173227
5819,-0.173788
5820,-0.17435
5821,-0.174911
5822,-0.175472
5823,-0.176033
5824,-0.176594
5825,-0.177155
5826,-0.177716
5827,-0.178277
5828,-0.178837
5829,-0.179398
5830,-0.179959
5831,-0.180519
5832,-0.18108
5833,-0.18164
5834,-0.182201
5835,-0.182761
5836,-0.183321
5837,-0.183881
5838,-0.184441
5839,-0.185002
5840,-0.185562
5841,-0.186122
5842,-0.186682
5843,-0.187241
5844,-0.187801
5845,-0.188361
5846,-0.188921
5847,-0.18948
5848,-0.19004
5849,-0.190599
5850,-0.191159
5851,-0.191718
5852,-0.192277
5853,-0.192837
5854,-0.193396
5855,-0.193955
5856,-0.194514
5857,-0.195073
5858,-0.195632
5859,-0.196191
5860,-0.196749
5861,-0.197308
5862,-0.197867
5863,-0.198425
5864,-0.198984
5865,-0.199542
5866,-0.200101
5867,-0.200659
5868,-0.201217
5869,-0.201776
5870,-0.202334
5871,-0.202892
5872,-0.20345
5873,-0.204008
5874,-0.204566
5875,-0.205124
5876,-0.205681
5877,-0.206239
5878,-0.206797
5879,-0.207354
5880,-0.207912
5881,-0.208469
5882,-0.209026
5883,-0.209584
5884,-0.210141
5885,-0.210698
5886,-0.211255
5887,-0.211812
5888,-0.212369
5889,-0.212926
5890,-0.213483
5891,-0.21404
5892,-0.214596
5893,-0.215153
5894,-0.215709
5895,-0.216266
5896,-0.216822
5897,-0.217378
5898,-0.217935
5899,-0.218491
5900,-0.219047
5901,-0.219603
5902,-0.220159
5903,-0.220715
5904,-0.221271
5905,-0.221826
5906,-0.222382
5907,-0.222938
5908,-0.223493
5909,-0.224049
5910,-0.224604
5911,-0.225159
5912,-0.225715
5913,-0.22627
5914,-0.226825
5915,-0.22738
5916,-0.227935
5917,-0.22849
5918,-0.229044
5919,-0.229599
5920,-0.230154
5921,-0.230708
5922,-0.231263
5923,-0.231817
5924,-0.232372
5925,-0.232926
5926,-0.23348
5927,-0.234034
5928,-0.234588
5929,-0.235142
5930,-0.235696
5931,-0.23625
5932,-0.236804
5933,-0.237357
5934,-0.237911
5935,-0.238464
5936,-0.239018
5937,-0.239571
5938,-0.240124
5939,-0.240678
5940,-0.241231
5941,-0.241784
5942,-0.242337
5943,-0.242889
5944,-0.243442
5945,-0.243995
5946,-0.244548
5947,-0.2451
5948,-0.245653
5949,-0.246205
5950,-0.246757
5951,-0.24731
5952,-0.247862
5953,-0.248414
5954,-0.248966
5955,-0.249518
5956,-0.25007
5957,-0.250621
5958,-0.251173
5959,-0.251725
5960,-0.252276
5961,-0.252828
5962,-0.253379
5963,-0.25393
5964,-0.254481
5965,-0.255032
5966,-0.255584
5967,-0.256134
5968,-0.256685
5969,-0.257236
5970,-0.257787
5971,-0.258337
5972,-0.258888
5973,-0.259438
5974,-0.259989
5975,-0.260539
5976,-0.261089
5977,-0.261639
5978,-0.262189
5979,-0.262739
5980,-0.263289
5981,-0.263839
5982,-0.264388
5983,-0.264938
5984,-0.265487
5985,-0.266037
5986,-0.266586
5987,-0.267135
5988,-0.267685
5989,-0.268234
5990,-0.268783
5991,-0.269331
5992,-0.26988
5993,-0.270429
5994,-0.270978
5995,-0.271526
5996,-0.272075
5997,-0.272623
5998,-0.273171
5999,-0.273719
6000,-0.274268
6001,-0.274816
6002,-0.275363
6003,-0.275911
6004,-0.276459
6005,-0.277007
6006,-0.277554
6007,-0.278102
6008,-0.278649
6009,-0.279196
6010,-0.279744
6011,-0.280291
6012,-0.280838
6013,-0.281385
6014,-0.281931
6015,-0.282478
6016,-0.283025
6017,-0.283571
6018,-0.284118
6019,-0.284664
6020,-0.28521
6021,-0.285757
6022,-0.286303
6023,-0.286849
6024,-0.287395
6025,-0.28794
6026,-0.288486
6027,-0.289032
6028,-0.289577
6029,-0.290123
6030,-0.290668
6031,-0.291213
6032,-0.291759
6033,-0.292304
6034,-0.292849
6035,-0.293393
6036,-0.293938
6037,-0.294483
6038,-0.295027
6039,-0.295572
6040,-0.296116
6041,-0.296661
6042,-0.297205
6043,-0.297749
6044,-0.298293
6045,-0.298837
6046,-0.299381
6047,-0.299924
6048,-0.300468
6049,-0.301012
6050,-0.301555
6051,-0.302098
6052,-0.302641
6053,-0.303185
6054,-0.303728
6055,-0.304271
